Store,Date,Temperature,Fuel_Price,CPI,Unemployment,IsHoliday,,
10,13/07/2012,89.80,3.72,130.68,7.170,0,,
10,20/07/2012,84.45,3.59,130.70,7.170,0,,
10,27/07/2012,83.98,3.77,130.72,7.170,0,,
10,03/08/2012,84.76,3.60,130.74,7.170,0,,
10,10/08/2012,90.78,3.81,130.76,7.170,0,,
10,17/08/2012,88.83,4.00,130.79,7.170,0,,
10,24/08/2012,82.50,4.06,130.84,7.170,0,,
10,31/08/2012,86.97,3.89,130.89,7.170,0,,
10,07/09/2012,83.07,4.12,130.93,7.170,1,,
10,14/09/2012,78.47,3.97,130.98,7.170,0,,
10,21/09/2012,81.93,4.13,131.01,7.170,0,,
10,28/09/2012,82.52,3.97,131.04,7.170,0,,
10,05/10/2012,80.88,4.13,131.08,6.943,0,,
10,12/10/2012,76.03,4.47,131.11,6.943,0,,
10,19/10/2012,72.71,4.45,131.15,6.943,0,,
10,26/10/2012,70.50,4.30,131.19,6.943,0,,
10,02/11/2012,70.79,4.10,131.24,6.943,0,,
10,09/11/2012,70.28,3.78,131.28,6.943,0,,
10,16/11/2012,58.82,3.70,131.33,6.943,0,,
10,23/11/2012,63.95,3.76,131.38,6.943,1,,
10,30/11/2012,64.13,3.72,131.43,6.943,0,,
10,07/12/2012,61.21,3.67,131.48,6.943,0,,
10,14/12/2012,53.86,3.60,131.54,6.943,0,,
10,21/12/2012,49.79,3.39,131.64,6.943,0,,
10,28/12/2012,50.09,3.48,131.75,6.943,1,,
10,04/01/2013,45.01,3.34,131.85,6.897,0,,
10,11/01/2013,49.38,3.54,131.96,6.897,0,,
10,18/01/2013,40.67,3.55,132.03,6.897,0,,
10,25/01/2013,59.76,3.56,132.09,6.897,0,,
10,01/02/2013,51.86,3.60,132.15,6.897,0,,
10,08/02/2013,57.25,3.80,132.22,6.897,1,,
10,15/02/2013,45.80,3.61,132.27,6.897,0,,
10,22/02/2013,52.39,4.03,132.32,6.897,0,,
10,01/03/2013,48.17,3.83,132.37,6.897,0,,
10,08/03/2013,64.17,4.13,132.42,6.897,0,,
10,15/03/2013,62.10,3.89,132.47,6.897,0,,
10,22/03/2013,70.18,4.06,132.53,6.897,0,,
10,29/03/2013,68.22,4.02,132.59,6.897,0,,
10,05/04/2013,70.74,3.81,132.65,6.791,0,,
10,12/04/2013,66.61,3.80,132.72,6.791,0,,
10,19/04/2013,68.63,3.94,132.72,6.791,0,,
10,26/04/2013,74.61,3.89,132.72,6.791,0,,
10,03/05/2013,78.41,3.67,NULL,NULL,0,,
10,10/05/2013,74.59,3.69,NULL,NULL,0,,
10,17/05/2013,82.47,3.81,NULL,NULL,0,,
10,24/05/2013,81.57,3.84,NULL,NULL,0,,
10,31/05/2013,82.62,3.83,NULL,NULL,0,,
10,07/06/2013,89.22,3.79,NULL,NULL,0,,
10,14/06/2013,91.98,3.77,NULL,NULL,0,,
10,21/06/2013,90.67,3.77,NULL,NULL,0,,
10,28/06/2013,90.28,3.78,NULL,NULL,0,,
10,05/07/2013,93.54,3.75,NULL,NULL,0,,
10,12/07/2013,87.18,3.74,NULL,NULL,0,,
10,19/07/2013,87.09,3.82,NULL,NULL,0,,
10,26/07/2013,83.32,3.87,NULL,NULL,0,,
11,05/02/2010,46.04,2.57,214.42,7.368,0,,
11,12/02/2010,48.01,2.55,214.57,7.368,1,,
11,19/02/2010,48.30,2.51,214.62,7.368,0,,
11,26/02/2010,52.79,2.56,214.65,7.368,0,,
11,05/03/2010,53.96,2.63,214.68,7.368,0,,
11,12/03/2010,64.10,2.67,214.70,7.368,0,,
11,19/03/2010,61.51,2.72,214.53,7.368,0,,
11,26/03/2010,58.09,2.73,214.32,7.368,0,,
11,02/04/2010,66.16,2.72,214.12,7.343,0,,
11,09/04/2010,69.57,2.77,213.91,7.343,0,,
11,16/04/2010,67.81,2.81,213.77,7.343,0,,
11,23/04/2010,68.37,2.80,213.72,7.343,0,,
11,30/04/2010,71.13,2.78,213.67,7.343,0,,
11,07/05/2010,75.57,2.84,213.62,7.343,0,,
11,14/05/2010,77.64,2.85,213.62,7.343,0,,
11,21/05/2010,76.97,2.83,213.91,7.343,0,,
11,28/05/2010,79.69,2.76,214.20,7.343,0,,
11,04/06/2010,79.66,2.71,214.50,7.343,0,,
11,11/06/2010,82.81,2.67,214.79,7.343,0,,
11,18/06/2010,84.13,2.64,214.79,7.343,0,,
11,25/06/2010,84.50,2.65,214.67,7.343,0,,
11,02/07/2010,83.09,2.67,214.55,7.346,0,,
11,09/07/2010,83.01,2.64,214.43,7.346,0,,
11,16/07/2010,84.90,2.62,214.42,7.346,0,,
11,23/07/2010,84.57,2.61,214.56,7.346,0,,
11,30/07/2010,83.26,2.64,214.70,7.346,0,,
11,06/08/2010,86.54,2.63,214.83,7.346,0,,
11,13/08/2010,87.73,2.69,214.97,7.346,0,,
11,20/08/2010,88.93,2.66,214.93,7.346,0,,
11,27/08/2010,87.70,2.62,214.89,7.346,0,,
11,03/09/2010,84.94,2.58,214.85,7.346,0,,
11,10/09/2010,81.93,2.57,214.81,7.346,1,,
11,17/09/2010,83.04,2.58,214.83,7.346,0,,
11,24/09/2010,77.36,2.62,214.91,7.346,0,,
11,01/10/2010,75.11,2.60,214.98,7.564,0,,
11,08/10/2010,68.71,2.63,215.06,7.564,0,,
11,15/10/2010,71.46,2.72,215.13,7.564,0,,
11,22/10/2010,72.60,2.73,215.18,7.564,0,,
11,29/10/2010,74.21,2.72,215.23,7.564,0,,
11,05/11/2010,64.41,2.69,215.28,7.564,0,,
11,12/11/2010,63.74,2.73,215.33,7.564,0,,
11,19/11/2010,58.63,2.77,215.21,7.564,0,,
11,26/11/2010,69.90,2.74,215.06,7.564,1,,
11,03/12/2010,55.90,2.71,214.92,7.564,0,,
11,10/12/2010,53.33,2.84,214.77,7.564,0,,
11,17/12/2010,54.63,2.87,214.70,7.564,0,,
11,24/12/2010,59.33,2.89,214.70,7.564,0,,
11,31/12/2010,55.03,2.94,214.70,7.564,1,,
11,07/01/2011,54.43,2.98,214.70,7.551,0,,
11,14/01/2011,45.34,2.98,214.75,7.551,0,,
11,21/01/2011,51.51,3.02,215.13,7.551,0,,
11,28/01/2011,51.04,3.01,215.51,7.551,0,,
11,04/02/2011,47.17,2.99,215.89,7.551,0,,
11,11/02/2011,44.61,3.02,216.27,7.551,1,,
11,18/02/2011,61.50,3.05,216.58,7.551,0,,
11,25/02/2011,68.74,3.07,216.88,7.551,0,,
11,04/03/2011,66.50,3.29,217.17,7.551,0,,
11,11/03/2011,63.29,3.46,217.47,7.551,0,,
11,18/03/2011,70.17,3.49,217.72,7.551,0,,
11,25/03/2011,73.74,3.47,217.97,7.551,0,,
11,01/04/2011,69.10,3.52,218.21,7.574,0,,
11,08/04/2011,73.57,3.62,218.46,7.574,0,,
11,15/04/2011,76.64,3.74,218.68,7.574,0,,
11,22/04/2011,78.31,3.81,218.85,7.574,0,,
11,29/04/2011,79.97,3.81,219.02,7.574,0,,
11,06/05/2011,71.39,3.91,219.20,7.574,0,,
11,13/05/2011,80.93,3.90,219.37,7.574,0,,
11,20/05/2011,76.97,3.91,219.13,7.574,0,,
11,27/05/2011,85.61,3.79,218.89,7.574,0,,
11,03/06/2011,86.14,3.70,218.64,7.574,0,,
11,10/06/2011,85.79,3.65,218.40,7.574,0,,
11,17/06/2011,87.90,3.64,218.36,7.574,0,,
11,24/06/2011,86.13,3.59,218.45,7.574,0,,
11,01/07/2011,86.43,3.52,218.55,7.567,0,,
11,08/07/2011,87.17,3.48,218.64,7.567,0,,
11,15/07/2011,88.30,3.58,218.73,7.567,0,,
11,22/07/2011,87.80,3.65,218.79,7.567,0,,
11,29/07/2011,89.46,3.68,218.84,7.567,0,,
11,05/08/2011,90.04,3.68,218.90,7.567,0,,
11,12/08/2011,90.30,3.64,218.96,7.567,0,,
11,19/08/2011,89.51,3.55,219.02,7.567,0,,
11,26/08/2011,89.09,3.52,219.09,7.567,0,,
11,02/09/2011,91.44,3.53,219.15,7.567,0,,
11,09/09/2011,84.91,3.55,219.21,7.567,1,,
11,16/09/2011,85.11,3.53,219.40,7.567,0,,
11,23/09/2011,82.14,3.47,219.74,7.567,0,,
11,30/09/2011,84.40,3.36,220.09,7.567,0,,
11,07/10/2011,76.97,3.29,220.43,7.197,0,,
11,14/10/2011,75.56,3.27,220.75,7.197,0,,
11,21/10/2011,70.91,3.35,220.91,7.197,0,,
11,28/10/2011,72.66,3.37,221.08,7.197,0,,
11,04/11/2011,61.13,3.33,221.25,7.197,0,,
11,11/11/2011,64.20,3.30,221.41,7.197,0,,
11,18/11/2011,66.17,3.31,221.64,7.197,0,,
11,25/11/2011,70.03,3.24,221.90,7.197,1,,
11,02/12/2011,56.89,3.17,222.16,7.197,0,,
11,09/12/2011,50.63,3.16,222.42,7.197,0,,
11,16/12/2011,59.69,3.16,222.64,7.197,0,,
11,23/12/2011,54.29,3.11,222.83,7.197,0,,
11,30/12/2011,48.86,3.13,223.01,7.197,1,,
11,06/01/2012,54.44,3.16,223.19,6.833,0,,
11,13/01/2012,53.10,3.26,223.38,6.833,0,,
11,20/01/2012,56.43,3.27,223.47,6.833,0,,
11,27/01/2012,58.36,3.29,223.56,6.833,0,,
11,03/02/2012,60.24,3.36,223.66,6.833,0,,
11,10/02/2012,52.23,3.41,223.75,6.833,1,,
11,17/02/2012,52.77,3.51,223.92,6.833,0,,
11,24/02/2012,61.11,3.56,224.13,6.833,0,,
11,02/03/2012,62.61,3.63,224.35,6.833,0,,
11,09/03/2012,61.44,3.67,224.56,6.833,0,,
11,16/03/2012,64.21,3.73,224.72,6.833,0,,
11,23/03/2012,67.16,3.79,224.79,6.833,0,,
11,30/03/2012,70.23,3.85,224.87,6.833,0,,
11,06/04/2012,74.19,3.89,224.94,6.664,0,,
11,13/04/2012,72.74,3.89,225.01,6.664,0,,
11,20/04/2012,71.97,3.88,225.07,6.664,0,,
11,27/04/2012,73.40,3.81,225.12,6.664,0,,
11,04/05/2012,79.07,3.75,225.18,6.664,0,,
11,11/05/2012,75.13,3.69,225.24,6.664,0,,
11,18/05/2012,72.53,3.63,225.25,6.664,0,,
11,25/05/2012,78.44,3.56,225.25,6.664,0,,
11,01/06/2012,81.67,3.50,225.25,6.664,0,,
11,08/06/2012,82.10,3.45,225.25,6.664,0,,
11,15/06/2012,84.97,3.39,225.26,6.664,0,,
11,22/06/2012,83.26,3.35,225.31,6.664,0,,
11,29/06/2012,87.86,3.29,225.35,6.664,0,,
11,06/07/2012,83.44,3.23,225.39,6.334,0,,
11,13/07/2012,82.46,3.26,225.43,6.334,0,,
11,20/07/2012,82.41,3.31,225.44,6.334,0,,
11,27/07/2012,85.43,3.41,225.45,6.334,0,,
11,03/08/2012,86.94,3.42,225.46,6.334,0,,
11,10/08/2012,86.21,3.49,225.47,6.334,0,,
11,17/08/2012,87.73,3.57,225.56,6.334,0,,
11,24/08/2012,83.17,3.62,225.69,6.334,0,,
11,31/08/2012,86.49,3.64,225.83,6.334,0,,
11,07/09/2012,85.17,3.73,225.97,6.334,1,,
11,14/09/2012,79.61,3.72,226.11,6.334,0,,
11,21/09/2012,73.64,3.72,226.32,6.334,0,,
11,28/09/2012,77.67,3.67,226.52,6.334,0,,
11,05/10/2012,73.37,3.62,226.72,6.034,0,,
11,12/10/2012,69.94,3.60,226.92,6.034,0,,
11,19/10/2012,73.77,3.59,226.97,6.034,0,,
11,26/10/2012,74.26,3.51,226.99,6.034,0,,
11,02/11/2012,62.23,3.39,227.01,6.034,0,,
11,09/11/2012,68.71,3.31,227.02,6.034,0,,
11,16/11/2012,60.80,3.25,227.06,6.034,0,,
11,23/11/2012,61.69,3.21,227.11,6.034,1,,
11,30/11/2012,58.36,3.21,227.16,6.034,0,,
11,07/12/2012,66.39,3.20,227.21,6.034,0,,
11,14/12/2012,55.46,3.17,227.27,6.034,0,,
11,21/12/2012,59.94,3.10,227.39,6.034,0,,
11,28/12/2012,52.26,3.11,227.51,6.034,1,,
11,04/01/2013,46.50,3.16,227.64,6.108,0,,
11,11/01/2013,50.33,3.24,227.76,6.108,0,,
11,18/01/2013,49.67,3.24,227.79,6.108,0,,
11,25/01/2013,58.53,3.23,227.78,6.108,0,,
11,01/02/2013,62.76,3.24,227.78,6.108,0,,
11,08/02/2013,63.06,3.42,227.78,6.108,1,,
11,15/02/2013,57.91,3.48,227.81,6.108,0,,
11,22/02/2013,60.17,3.60,227.96,6.108,0,,
11,01/03/2013,54.59,3.71,228.11,6.108,0,,
11,08/03/2013,58.00,3.66,228.25,6.108,0,,
11,15/03/2013,61.93,3.62,228.38,6.108,0,,
11,22/03/2013,69.60,3.61,228.47,6.108,0,,
11,29/03/2013,59.94,3.61,228.56,6.108,0,,
11,05/04/2013,65.49,3.58,228.64,5.999,0,,
11,12/04/2013,66.76,3.53,228.73,5.999,0,,
11,19/04/2013,70.87,3.45,228.73,5.999,0,,
11,26/04/2013,64.49,3.42,228.73,5.999,0,,
11,03/05/2013,69.56,3.39,NULL,NULL,0,,
11,10/05/2013,68.51,3.39,NULL,NULL,0,,
11,17/05/2013,75.27,3.45,NULL,NULL,0,,
11,24/05/2013,80.16,3.49,NULL,NULL,0,,
11,31/05/2013,78.14,3.47,NULL,NULL,0,,
11,07/06/2013,79.00,3.44,NULL,NULL,0,,
11,14/06/2013,78.19,3.43,NULL,NULL,0,,
11,21/06/2013,82.04,3.48,NULL,NULL,0,,
11,28/06/2013,83.97,3.50,NULL,NULL,0,,
11,05/07/2013,82.39,3.42,NULL,NULL,0,,
11,12/07/2013,85.43,3.40,NULL,NULL,0,,
11,19/07/2013,82.06,3.56,NULL,NULL,0,,
11,26/07/2013,85.64,3.62,NULL,NULL,0,,
12,05/02/2010,49.47,2.96,126.44,13.975,0,,
12,12/02/2010,47.87,2.95,126.50,13.975,1,,
12,19/02/2010,54.83,2.92,126.53,13.975,0,,
12,26/02/2010,50.23,2.83,126.55,13.975,0,,
12,05/03/2010,53.77,2.99,126.58,13.975,0,,
12,12/03/2010,50.11,2.93,126.60,13.975,0,,
12,19/03/2010,59.57,3.05,126.61,13.975,0,,
12,26/03/2010,60.06,3.08,126.61,13.975,0,,
12,02/04/2010,59.84,3.09,126.60,14.099,0,,
12,09/04/2010,59.25,3.09,126.60,14.099,0,,
12,16/04/2010,64.95,3.11,126.56,14.099,0,,
12,23/04/2010,64.55,3.05,126.47,14.099,0,,
12,30/04/2010,67.38,3.11,126.38,14.099,0,,
12,07/05/2010,70.15,3.13,126.29,14.099,0,,
12,14/05/2010,68.44,3.15,126.21,14.099,0,,
12,21/05/2010,76.20,3.12,126.18,14.099,0,,
12,28/05/2010,67.84,3.06,126.16,14.099,0,,
12,04/06/2010,81.39,2.94,126.14,14.099,0,,
12,11/06/2010,90.84,2.95,126.11,14.099,0,,
12,18/06/2010,81.06,3.04,126.11,14.099,0,,
12,25/06/2010,87.27,3.08,126.13,14.099,0,,
12,02/07/2010,91.98,3.11,126.14,14.180,0,,
12,09/07/2010,90.37,3.10,126.15,14.180,0,,
12,16/07/2010,97.18,3.09,126.15,14.180,0,,
12,23/07/2010,99.22,3.11,126.13,14.180,0,,
12,30/07/2010,96.31,3.02,126.11,14.180,0,,
12,06/08/2010,92.95,3.12,126.09,14.180,0,,
12,13/08/2010,87.01,3.16,126.06,14.180,0,,
12,20/08/2010,92.81,3.04,126.08,14.180,0,,
12,27/08/2010,93.19,3.13,126.09,14.180,0,,
12,03/09/2010,83.12,3.09,126.10,14.180,0,,
12,10/09/2010,83.63,3.04,126.11,14.180,1,,
12,17/09/2010,82.45,3.03,126.15,14.180,0,,
12,24/09/2010,81.77,2.94,126.19,14.180,0,,
12,01/10/2010,85.20,3.00,126.23,14.313,0,,
12,08/10/2010,71.82,3.01,126.28,14.313,0,,
12,15/10/2010,75.00,2.98,126.33,14.313,0,,
12,22/10/2010,68.85,3.01,126.38,14.313,0,,
12,29/10/2010,61.09,3.02,126.44,14.313,0,,
12,05/11/2010,65.49,3.13,126.49,14.313,0,,
12,12/11/2010,57.79,3.13,126.55,14.313,0,,
12,19/11/2010,58.18,3.16,126.61,14.313,0,,
12,26/11/2010,47.66,3.16,126.67,14.313,1,,
12,03/12/2010,43.33,3.04,126.73,14.313,0,,
12,10/12/2010,50.01,3.20,126.79,14.313,0,,
12,17/12/2010,52.77,3.24,126.88,14.313,0,,
12,24/12/2010,52.02,3.24,126.98,14.313,0,,
12,31/12/2010,45.64,3.15,127.09,14.313,1,,
12,07/01/2011,37.64,3.29,127.19,14.021,0,,
12,14/01/2011,43.15,3.31,127.30,14.021,0,,
12,21/01/2011,53.53,3.22,127.44,14.021,0,,
12,28/01/2011,50.74,3.34,127.58,14.021,0,,
12,04/02/2011,45.14,3.35,127.72,14.021,0,,
12,11/02/2011,51.30,3.38,127.86,14.021,1,,
12,18/02/2011,53.35,3.43,128.00,14.021,0,,
12,25/02/2011,48.45,3.53,128.13,14.021,0,,
12,04/03/2011,51.72,3.67,128.26,14.021,0,,
12,11/03/2011,57.75,3.82,128.40,14.021,0,,
12,18/03/2011,64.21,3.69,128.51,14.021,0,,
12,25/03/2011,54.40,3.91,128.62,14.021,0,,
12,01/04/2011,63.63,3.77,128.72,13.736,0,,
12,08/04/2011,64.47,4.00,128.82,13.736,0,,
12,15/04/2011,57.63,3.87,128.91,13.736,0,,
12,22/04/2011,72.12,4.13,128.96,13.736,0,,
12,29/04/2011,68.27,4.15,129.00,13.736,0,,
12,06/05/2011,68.40,4.19,129.04,13.736,0,,
12,13/05/2011,70.93,4.20,129.09,13.736,0,,
12,20/05/2011,66.59,4.17,129.08,13.736,0,,
12,27/05/2011,76.67,4.09,129.06,13.736,0,,
12,03/06/2011,71.81,4.03,129.05,13.736,0,,
12,10/06/2011,78.72,3.98,129.04,13.736,0,,
12,17/06/2011,86.84,3.94,129.04,13.736,0,,
12,24/06/2011,88.95,3.90,129.07,13.736,0,,
12,01/07/2011,89.85,3.84,129.09,13.503,0,,
12,08/07/2011,89.90,3.71,129.11,13.503,0,,
12,15/07/2011,88.10,3.69,129.13,13.503,0,,
12,22/07/2011,91.17,3.79,129.15,13.503,0,,
12,29/07/2011,93.29,3.81,129.17,13.503,0,,
12,05/08/2011,90.61,3.80,129.18,13.503,0,,
12,12/08/2011,91.04,3.70,129.20,13.503,0,,
12,19/08/2011,91.74,3.74,129.24,13.503,0,,
12,26/08/2011,94.61,3.74,129.28,13.503,0,,
12,02/09/2011,93.66,3.80,129.33,13.503,0,,
12,09/09/2011,88.00,3.91,129.37,13.503,1,,
12,16/09/2011,76.36,3.92,129.43,13.503,0,,
12,23/09/2011,82.95,3.79,129.52,13.503,0,,
12,30/09/2011,83.26,3.88,129.61,13.503,0,,
12,07/10/2011,70.44,3.83,129.69,12.890,0,,
12,14/10/2011,67.31,3.81,129.77,12.890,0,,
12,21/10/2011,73.05,3.84,129.78,12.890,0,,
12,28/10/2011,67.41,3.73,129.79,12.890,0,,
12,04/11/2011,59.77,3.83,129.81,12.890,0,,
12,11/11/2011,48.76,3.82,129.82,12.890,0,,
12,18/11/2011,54.20,3.81,129.83,12.890,0,,
12,25/11/2011,53.25,3.62,129.84,12.890,1,,
12,02/12/2011,52.50,3.70,129.85,12.890,0,,
12,09/12/2011,42.17,3.64,129.86,12.890,0,,
12,16/12/2011,43.29,3.60,129.90,12.890,0,,
12,23/12/2011,45.40,3.54,129.98,12.890,0,,
12,30/12/2011,44.64,3.43,130.07,12.890,1,,
12,06/01/2012,50.43,3.60,130.16,12.187,0,,
12,13/01/2012,48.07,3.66,130.24,12.187,0,,
12,20/01/2012,46.20,3.66,130.28,12.187,0,,
12,27/01/2012,50.43,3.68,130.31,12.187,0,,
12,03/02/2012,50.58,3.70,130.35,12.187,0,,
12,10/02/2012,52.27,3.72,130.38,12.187,1,,
12,17/02/2012,51.80,3.78,130.45,12.187,0,,
12,24/02/2012,53.13,3.95,130.55,12.187,0,,
12,02/03/2012,52.27,4.18,130.65,12.187,0,,
12,09/03/2012,54.54,4.25,130.74,12.187,0,,
12,16/03/2012,64.44,4.27,130.83,12.187,0,,
12,23/03/2012,56.26,4.04,130.90,12.187,0,,
12,30/03/2012,64.36,4.29,130.97,12.187,0,,
12,06/04/2012,64.05,4.12,131.04,11.627,0,,
12,13/04/2012,64.28,4.25,131.11,11.627,0,,
12,20/04/2012,66.73,4.22,131.12,11.627,0,,
12,27/04/2012,77.99,4.19,131.13,11.627,0,,
12,04/05/2012,76.03,4.17,131.14,11.627,0,,
12,11/05/2012,77.27,4.19,131.15,11.627,0,,
12,18/05/2012,84.51,4.11,131.10,11.627,0,,
12,25/05/2012,83.84,4.29,131.03,11.627,0,,
12,01/06/2012,78.11,4.28,130.96,11.627,0,,
12,08/06/2012,84.83,4.10,130.89,11.627,0,,
12,15/06/2012,85.94,4.14,130.83,11.627,0,,
12,22/06/2012,91.61,4.01,130.79,11.627,0,,
12,29/06/2012,90.47,3.88,130.76,11.627,0,,
12,06/07/2012,89.13,3.77,130.72,10.926,0,,
12,13/07/2012,95.61,3.72,130.68,10.926,0,,
12,20/07/2012,85.53,3.73,130.70,10.926,0,,
12,27/07/2012,93.47,3.77,130.72,10.926,0,,
12,03/08/2012,88.16,3.76,130.74,10.926,0,,
12,10/08/2012,95.91,3.81,130.76,10.926,0,,
12,17/08/2012,94.87,4.00,130.79,10.926,0,,
12,24/08/2012,85.32,4.06,130.84,10.926,0,,
12,31/08/2012,89.78,4.09,130.89,10.926,0,,
12,07/09/2012,88.52,4.12,130.93,10.926,1,,
12,14/09/2012,83.64,4.13,130.98,10.926,0,,
12,21/09/2012,82.97,4.13,131.01,10.926,0,,
12,28/09/2012,81.22,3.97,131.04,10.926,0,,
12,05/10/2012,81.61,3.97,131.08,10.199,0,,
12,12/10/2012,71.74,4.47,131.11,10.199,0,,
12,19/10/2012,68.66,4.45,131.15,10.199,0,,
12,26/10/2012,65.95,4.30,131.19,10.199,0,,
12,02/11/2012,63.22,4.10,131.24,10.199,0,,
12,09/11/2012,65.31,3.95,131.28,10.199,0,,
12,16/11/2012,49.39,3.83,131.33,10.199,0,,
12,23/11/2012,58.07,3.76,131.38,10.199,1,,
12,30/11/2012,57.03,3.58,131.43,10.199,0,,
12,07/12/2012,57.83,3.67,131.48,10.199,0,,
12,14/12/2012,49.74,3.47,131.54,10.199,0,,
12,21/12/2012,42.83,3.39,131.64,10.199,0,,
12,28/12/2012,43.35,3.48,131.75,10.199,1,,
12,04/01/2013,38.80,3.51,131.85,9.910,0,,
12,11/01/2013,44.59,3.54,131.96,9.910,0,,
12,18/01/2013,36.49,3.55,132.03,9.910,0,,
12,25/01/2013,49.21,3.34,132.09,9.910,0,,
12,01/02/2013,49.54,3.60,132.15,9.910,0,,
12,08/02/2013,54.96,3.80,132.22,9.910,1,,
12,15/02/2013,47.12,3.92,132.27,9.910,0,,
12,22/02/2013,49.57,4.03,132.32,9.910,0,,
12,01/03/2013,48.08,4.11,132.37,9.910,0,,
12,08/03/2013,60.40,3.87,132.42,9.910,0,,
12,15/03/2013,61.70,4.10,132.47,9.910,0,,
12,22/03/2013,68.75,4.06,132.53,9.910,0,,
12,29/03/2013,62.86,4.02,132.59,9.910,0,,
12,05/04/2013,69.47,4.00,132.65,9.874,0,,
12,12/04/2013,65.60,3.98,132.72,9.874,0,,
12,19/04/2013,64.35,3.76,132.72,9.874,0,,
12,26/04/2013,70.74,3.89,132.72,9.874,0,,
12,03/05/2013,76.84,3.67,NULL,NULL,0,,
12,10/05/2013,70.18,3.69,NULL,NULL,0,,
12,17/05/2013,83.43,3.81,NULL,NULL,0,,
12,24/05/2013,77.87,3.84,NULL,NULL,0,,
12,31/05/2013,81.08,3.83,NULL,NULL,0,,
12,07/06/2013,89.89,3.79,NULL,NULL,0,,
12,14/06/2013,92.14,3.77,NULL,NULL,0,,
12,21/06/2013,87.28,3.77,NULL,NULL,0,,
12,28/06/2013,89.94,3.78,NULL,NULL,0,,
12,05/07/2013,101.95,3.75,NULL,NULL,0,,
12,12/07/2013,92.61,3.74,NULL,NULL,0,,
12,19/07/2013,93.75,3.82,NULL,NULL,0,,
12,26/07/2013,90.27,3.87,NULL,NULL,0,,
13,05/02/2010,31.53,2.67,126.44,8.316,0,,
13,12/02/2010,33.16,2.67,126.50,8.316,1,,
13,19/02/2010,35.70,2.65,126.53,8.316,0,,
13,26/02/2010,29.98,2.67,126.55,8.316,0,,
13,05/03/2010,40.65,2.68,126.58,8.316,0,,
13,12/03/2010,37.62,2.73,126.60,8.316,0,,
13,19/03/2010,42.49,2.78,126.61,8.316,0,,
13,26/03/2010,41.48,2.82,126.61,8.316,0,,
13,02/04/2010,42.15,2.84,126.60,8.107,0,,
13,09/04/2010,38.97,2.88,126.60,8.107,0,,
13,16/04/2010,50.39,2.92,126.56,8.107,0,,
13,23/04/2010,55.66,2.94,126.47,8.107,0,,
13,30/04/2010,48.33,2.94,126.38,8.107,0,,
13,07/05/2010,44.42,2.95,126.29,8.107,0,,
13,14/05/2010,50.15,2.96,126.21,8.107,0,,
13,21/05/2010,57.71,2.95,126.18,8.107,0,,
13,28/05/2010,53.11,2.91,126.16,8.107,0,,
13,04/06/2010,59.85,2.87,126.14,8.107,0,,
13,11/06/2010,65.24,2.84,126.11,8.107,0,,
13,18/06/2010,58.41,2.82,126.11,8.107,0,,
13,25/06/2010,71.83,2.82,126.13,8.107,0,,
13,02/07/2010,78.82,2.81,126.14,7.951,0,,
13,09/07/2010,71.33,2.80,126.15,7.951,0,,
13,16/07/2010,77.79,2.79,126.15,7.951,0,,
13,23/07/2010,82.27,2.80,126.13,7.951,0,,
13,30/07/2010,78.94,2.80,126.11,7.951,0,,
13,06/08/2010,81.24,2.80,126.09,7.951,0,,
13,13/08/2010,74.93,2.84,126.06,7.951,0,,
13,20/08/2010,76.34,2.85,126.08,7.951,0,,
13,27/08/2010,75.31,2.85,126.09,7.951,0,,
13,03/09/2010,65.71,2.87,126.10,7.951,0,,
13,10/09/2010,65.74,2.87,126.11,7.951,1,,
13,17/09/2010,66.84,2.88,126.15,7.951,0,,
13,24/09/2010,68.22,2.87,126.19,7.951,0,,
13,01/10/2010,68.74,2.85,126.23,7.795,0,,
13,08/10/2010,63.03,2.84,126.28,7.795,0,,
13,15/10/2010,54.12,2.85,126.33,7.795,0,,
13,22/10/2010,56.89,2.85,126.38,7.795,0,,
13,29/10/2010,45.12,2.84,126.44,7.795,0,,
13,05/11/2010,49.96,2.83,126.49,7.795,0,,
13,12/11/2010,42.55,2.83,126.55,7.795,0,,
13,19/11/2010,42.00,2.84,126.61,7.795,0,,
13,26/11/2010,28.22,2.83,126.67,7.795,1,,
13,03/12/2010,25.80,2.81,126.73,7.795,0,,
13,10/12/2010,36.78,2.82,126.79,7.795,0,,
13,17/12/2010,35.21,2.84,126.88,7.795,0,,
13,24/12/2010,34.90,2.85,126.98,7.795,0,,
13,31/12/2010,26.79,2.87,127.09,7.795,1,,
13,07/01/2011,16.94,2.89,127.19,7.470,0,,
13,14/01/2011,20.60,2.90,127.30,7.470,0,,
13,21/01/2011,34.80,2.93,127.44,7.470,0,,
13,28/01/2011,31.64,2.96,127.58,7.470,0,,
13,04/02/2011,23.35,2.97,127.72,7.470,0,,
13,11/02/2011,30.83,3.03,127.86,7.470,1,,
13,18/02/2011,40.85,3.06,128.00,7.470,0,,
13,25/02/2011,33.17,3.12,128.13,7.470,0,,
13,04/03/2011,34.23,3.23,128.26,7.470,0,,
13,11/03/2011,41.28,3.35,128.40,7.470,0,,
13,18/03/2011,44.69,3.41,128.51,7.470,0,,
13,25/03/2011,42.38,3.44,128.62,7.470,0,,
13,01/04/2011,42.49,3.49,128.72,7.193,0,,
13,08/04/2011,42.75,3.55,128.82,7.193,0,,
