Store,Date,Temperature,Fuel_Price,CPI,Unemployment,IsHoliday
9,41446,79.37,3.479,NULL,NULL,0
9,41453,85.76,3.495,NULL,NULL,0
9,41460,80.11,3.422,NULL,NULL,0
9,41467,85.23,3.4,NULL,NULL,0
9,41474,75.26,3.556,NULL,NULL,0
9,41481,82.37,3.62,NULL,NULL,0
10,40214,54.34,2.962,126.4420645,9.765,0
10,40221,49.96,2.828,126.4962581,9.765,1
10,40228,58.22,2.915,126.5262857,9.765,0
10,40235,52.77,2.825,126.5522857,9.765,0
10,40242,55.92,2.877,126.5782857,9.765,0
10,40249,52.33,3.034,126.6042857,9.765,0
10,40256,61.46,3.054,126.6066452,9.765,0
10,40263,60.05,2.98,126.6050645,9.765,0
10,40270,63.66,3.086,126.6034839,9.524,0
10,40277,65.29,3.004,126.6019032,9.524,0
10,40284,69.74,3.109,126.5621,9.524,0
10,40291,66.42,3.05,126.4713333,9.524,0
10,40298,69.76,3.105,126.3805667,9.524,0
10,40305,71.06,3.127,126.2898,9.524,0
10,40312,73.88,3.145,126.2085484,9.524,0
10,40319,78.32,3.12,126.1843871,9.524,0
10,40326,76.67,3.058,126.1602258,9.524,0
10,40333,82.82,2.941,126.1360645,9.524,0
10,40340,89.67,3.057,126.1119032,9.524,0
10,40347,83.49,2.935,126.114,9.524,0
10,40354,90.32,3.084,126.1266,9.524,0
10,40361,92.89,2.978,126.1392,9.199,0
10,40368,91.03,3.1,126.1518,9.199,0
10,40375,91.8,2.971,126.1498065,9.199,0
10,40382,88.44,3.112,126.1283548,9.199,0
10,40389,85.03,3.017,126.1069032,9.199,0
10,40396,86.13,3.123,126.0854516,9.199,0
10,40403,88.37,3.049,126.064,9.199,0
10,40410,89.88,3.041,126.0766452,9.199,0
10,40417,84.99,3.022,126.0892903,9.199,0
10,40424,83.8,3.087,126.1019355,9.199,0
10,40431,84.04,2.961,126.1145806,9.199,1
10,40438,85.52,3.028,126.1454667,9.199,0
10,40445,85.75,2.939,126.1900333,9.199,0
10,40452,86.01,3.001,126.2346,9.003,0
10,40459,77.04,2.924,126.2791667,9.003,0
10,40466,75.48,3.08,126.3266774,9.003,0
10,40473,68.12,3.014,126.3815484,9.003,0
10,40480,68.76,3.13,126.4364194,9.003,0
10,40487,71.04,3.009,126.4912903,9.003,0
10,40494,61.24,3.13,126.5461613,9.003,0
10,40501,58.83,3.047,126.6072,9.003,0
10,40508,55.33,3.162,126.6692667,9.003,1
10,40515,51.17,3.041,126.7313333,9.003,0
10,40522,60.51,3.091,126.7934,9.003,0
10,40529,59.15,3.125,126.8794839,9.003,0
10,40536,57.06,3.236,126.9835806,9.003,0
10,40543,49.67,3.148,127.0876774,9.003,1
10,40550,43.43,3.287,127.1917742,8.744,0
10,40557,49.98,3.312,127.3009355,8.744,0
10,40564,56.75,3.336,127.4404839,8.744,0
10,40571,53.03,3.231,127.5800323,8.744,0
10,40578,44.88,3.348,127.7195806,8.744,0
10,40585,51.51,3.381,127.859129,8.744,1
10,40592,61.77,3.43,127.99525,8.744,0
10,40599,53.59,3.398,128.13,8.744,0
10,40606,56.96,3.674,128.26475,8.744,0
10,40613,64.22,3.63,128.3995,8.744,0
10,40620,70.12,3.892,128.5121935,8.744,0
10,40627,62.53,3.716,128.6160645,8.744,0
10,40634,67.64,3.772,128.7199355,8.494,0
10,40641,73.03,3.818,128.8238065,8.494,0
10,40648,61.05,4.089,128.9107333,8.494,0
10,40655,75.93,3.917,128.9553,8.494,0
10,40662,73.38,4.151,128.9998667,8.494,0
10,40669,73.56,4.193,129.0444333,8.494,0
10,40676,74.04,4.202,129.089,8.494,0
10,40683,72.62,3.99,129.0756774,8.494,0
10,40690,78.62,3.933,129.0623548,8.494,0
10,40697,81.87,3.893,129.0490323,8.494,0
10,40704,84.57,3.981,129.0357097,8.494,0
10,40711,87.96,3.935,129.0432,8.494,0
10,40718,90.69,3.807,129.0663,8.494,0
10,40725,95.36,3.842,129.0894,8.257,0
10,40732,88.57,3.793,129.1125,8.257,0
10,40739,86.01,3.779,129.1338387,8.257,0
10,40746,88.59,3.697,129.1507742,8.257,0
10,40753,86.75,3.694,129.1677097,8.257,0
10,40760,89.8,3.803,129.1846452,8.257,0
10,40767,85.61,3.794,129.2015806,8.257,0
10,40774,87.4,3.743,129.2405806,8.257,0
10,40781,91.59,3.663,129.2832581,8.257,0
10,40788,91.61,3.798,129.3259355,8.257,0
10,40795,89.06,3.771,129.3686129,8.257,1
10,40802,77.49,3.784,129.4306,8.257,0
10,40809,82.51,3.789,129.5183333,8.257,0
10,40816,82.27,3.877,129.6060667,8.257,0
10,40823,75.01,3.827,129.6938,7.874,0
10,40830,70.27,3.698,129.7706452,7.874,0
10,40837,77.91,3.842,129.7821613,7.874,0
10,40844,72.79,3.843,129.7936774,7.874,0
10,40851,68.57,3.828,129.8051935,7.874,0
10,40858,55.28,3.677,129.8167097,7.874,0
10,40865,58.97,3.669,129.8268333,7.874,0
10,40872,60.68,3.76,129.8364,7.874,1
10,40879,57.29,3.701,129.8459667,7.874,0
10,40886,42.58,3.644,129.8555333,7.874,0
10,40893,50.53,3.489,129.8980645,7.874,0
10,40900,48.36,3.541,129.9845484,7.874,0
10,40907,48.92,3.428,130.0710323,7.874,1
10,40914,59.85,3.443,130.1575161,7.545,0
10,40921,51,3.477,130.244,7.545,0
10,40928,54.51,3.66,130.2792258,7.545,0
10,40935,53.59,3.675,130.3144516,7.545,0
10,40942,56.85,3.543,130.3496774,7.545,0
10,40949,55.73,3.722,130.3849032,7.545,1
10,40956,54.12,3.781,130.4546207,7.545,0
10,40963,56.02,3.95,130.5502069,7.545,0
10,40970,57.62,3.882,130.6457931,7.545,0
10,40977,57.65,3.963,130.7413793,7.545,0
10,40984,62.11,4.273,130.8261935,7.545,0
10,40991,56.54,4.288,130.8966452,7.545,0
10,40998,67.92,4.294,130.9670968,7.545,0
10,41005,65.99,4.282,131.0375484,7.382,0
10,41012,70.28,4.254,131.108,7.382,0
10,41019,67.75,4.111,131.1173333,7.382,0
10,41026,80.11,4.088,131.1266667,7.382,0
10,41033,77.02,4.058,131.136,7.382,0
10,41040,76.03,4.186,131.1453333,7.382,0
10,41047,85.19,4.308,131.0983226,7.382,0
10,41054,86.03,4.127,131.0287742,7.382,0
10,41061,80.06,4.277,130.9592258,7.382,0
10,41068,86.87,4.103,130.8896774,7.382,0
10,41075,88.58,4.144,130.8295333,7.382,0
10,41082,89.92,4.014,130.7929,7.382,0
10,41089,91.36,3.875,130.7562667,7.382,0
10,41096,86.87,3.666,130.7196333,7.17,0
10,41103,89.8,3.723,130.683,7.17,0
10,41110,84.45,3.589,130.7012903,7.17,0
10,41117,83.98,3.769,130.7195806,7.17,0
10,41124,84.76,3.595,130.737871,7.17,0
10,41131,90.78,3.811,130.7561613,7.17,0
10,41138,88.83,4.002,130.7909677,7.17,0
10,41145,82.5,4.055,130.8381613,7.17,0
10,41152,86.97,3.886,130.8853548,7.17,0
10,41159,83.07,4.124,130.9325484,7.17,1
10,41166,78.47,3.966,130.9776667,7.17,0
10,41173,81.93,4.125,131.0103333,7.17,0
10,41180,82.52,3.966,131.043,7.17,0
10,41187,80.88,4.132,131.0756667,6.943,0
10,41194,76.03,4.468,131.1083333,6.943,0
10,41201,72.71,4.449,131.1499677,6.943,0
10,41208,70.5,4.301,131.1930968,6.943,0
10,41215,70.79,4.099,131.2362258,6.943,0
10,41222,70.28,3.78,131.2793548,6.943,0
10,41229,58.82,3.703,131.3258,6.943,0
10,41236,63.95,3.759,131.3766667,6.943,1
10,41243,64.13,3.719,131.4275333,6.943,0
10,41250,61.21,3.668,131.4784,6.943,0
10,41257,53.86,3.597,131.537,6.943,0
10,41264,49.79,3.393,131.642,6.943,0
10,41271,50.09,3.48,131.747,6.943,1
10,41278,45.01,3.339,131.852,6.897,0
10,41285,49.38,3.542,131.957,6.897,0
10,41292,40.67,3.545,132.030871,6.897,0
10,41299,59.76,3.558,132.0922903,6.897,0
10,41306,51.86,3.6,132.1537097,6.897,0
10,41313,57.25,3.795,132.215129,6.897,1
10,41320,45.8,3.612,132.2725714,6.897,0
10,41327,52.39,4.031,132.3200714,6.897,0
10,41334,48.17,3.83,132.3675714,6.897,0
10,41341,64.17,4.125,132.4150714,6.897,0
10,41348,62.1,3.885,132.4668065,6.897,0
10,41355,70.18,4.062,132.529129,6.897,0
10,41362,68.22,4.016,132.5914516,6.897,0
10,41369,70.74,3.808,132.6537742,6.791,0
10,41376,66.61,3.797,132.7160968,6.791,0
10,41383,68.63,3.941,132.7160968,6.791,0
10,41390,74.61,3.889,132.7160968,6.791,0
10,41397,78.41,3.671,NULL,NULL,0
10,41404,74.59,3.689,NULL,NULL,0
10,41411,82.47,3.809,NULL,NULL,0
10,41418,81.57,3.835,NULL,NULL,0
10,41425,82.62,3.829,NULL,NULL,0
10,41432,89.22,3.789,NULL,NULL,0
10,41439,91.98,3.771,NULL,NULL,0
10,41446,90.67,3.766,NULL,NULL,0
10,41453,90.28,3.781,NULL,NULL,0
10,41460,93.54,3.753,NULL,NULL,0
10,41467,87.18,3.737,NULL,NULL,0
10,41474,87.09,3.823,NULL,NULL,0
10,41481,83.32,3.865,NULL,NULL,0
11,40214,46.04,2.572,214.4248812,7.368,0
11,40221,48.01,2.548,214.5747916,7.368,1
11,40228,48.3,2.514,214.6198868,7.368,0
11,40235,52.79,2.561,214.6475127,7.368,0
11,40242,53.96,2.625,214.6751386,7.368,0
11,40249,64.1,2.667,214.7027646,7.368,0
11,40256,61.51,2.72,214.5301219,7.368,0
11,40263,58.09,2.732,214.3241011,7.368,0
11,40270,66.16,2.719,214.1180803,7.343,0
11,40277,69.57,2.77,213.9120595,7.343,0
11,40284,67.81,2.808,213.7726889,7.343,0
11,40291,68.37,2.795,213.7221852,7.343,0
11,40298,71.13,2.78,213.6716815,7.343,0
11,40305,75.57,2.835,213.6211778,7.343,0
11,40312,77.64,2.854,213.6196139,7.343,0
11,40319,76.97,2.826,213.9116886,7.343,0
11,40326,79.69,2.759,214.2037634,7.343,0
11,40333,79.66,2.705,214.4958382,7.343,0
11,40340,82.81,2.668,214.787913,7.343,0
11,40347,84.13,2.637,214.7858259,7.343,0
11,40354,84.5,2.653,214.6660741,7.343,0
11,40361,83.09,2.669,214.5463222,7.346,0
11,40368,83.01,2.642,214.4265704,7.346,0
11,40375,84.9,2.623,214.4176476,7.346,0
11,40382,84.57,2.608,214.5564968,7.346,0
11,40389,83.26,2.64,214.695346,7.346,0
11,40396,86.54,2.627,214.8341952,7.346,0
11,40403,87.73,2.692,214.9730444,7.346,0
11,40410,88.93,2.664,214.9314191,7.346,0
11,40417,87.7,2.619,214.8897938,7.346,0
11,40424,84.94,2.577,214.8481685,7.346,0
11,40431,81.93,2.565,214.8065431,7.346,1
11,40438,83.04,2.582,214.8322484,7.346,0
11,40445,77.36,2.624,214.9084516,7.346,0
11,40452,75.11,2.603,214.9846548,7.564,0
11,40459,68.71,2.633,215.060858,7.564,0
11,40466,71.46,2.72,215.1293114,7.564,0
11,40473,72.6,2.725,215.17839,7.564,0
11,40480,74.21,2.716,215.2274686,7.564,0
11,40487,64.41,2.689,215.2765472,7.564,0
11,40494,63.74,2.728,215.3256258,7.564,0
11,40501,58.63,2.771,215.2074519,7.564,0
11,40508,69.9,2.735,215.0614025,7.564,1
11,40515,55.9,2.708,214.9153531,7.564,0
11,40522,53.33,2.843,214.7693037,7.564,0
11,40529,54.63,2.869,214.704919,7.564,0
11,40536,59.33,2.886,214.7017828,7.564,0
11,40543,55.03,2.943,214.6986466,7.564,1
11,40550,54.43,2.976,214.6955104,7.551,0
11,40557,45.34,2.983,214.7470729,7.551,0
11,40564,51.51,3.016,215.1268275,7.551,0
11,40571,51.04,3.01,215.5065821,7.551,0
11,40578,47.17,2.989,215.8863367,7.551,0
11,40585,44.61,3.022,216.2660913,7.551,1
11,40592,61.5,3.045,216.5843571,7.551,0
11,40599,68.74,3.065,216.8780275,7.551,0
11,40606,66.5,3.288,217.1716979,7.551,0
11,40613,63.29,3.459,217.4653683,7.551,0
11,40620,70.17,3.488,217.7235226,7.551,0
11,40627,73.74,3.473,217.9674705,7.551,0
11,40634,69.1,3.524,218.2114184,7.574,0
11,40641,73.57,3.622,218.4553663,7.574,0
11,40648,76.64,3.743,218.6788642,7.574,0
11,40655,78.31,3.807,218.851237,7.574,0
11,40662,79.97,3.81,219.0236099,7.574,0
11,40669,71.39,3.906,219.1959827,7.574,0
11,40676,80.93,3.899,219.3683556,7.574,0
11,40683,76.97,3.907,219.127216,7.574,0
11,40690,85.61,3.786,218.8860765,7.574,0
11,40697,86.14,3.699,218.6449369,7.574,0
11,40704,85.79,3.648,218.4037974,7.574,0
11,40711,87.9,3.637,218.3551748,7.574,0
11,40718,86.13,3.594,218.45094,7.574,0
11,40725,86.43,3.524,218.5467052,7.567,0
11,40732,87.17,3.48,218.6424704,7.567,0
11,40739,88.3,3.575,218.7275216,7.567,0
11,40746,87.8,3.651,218.7857881,7.567,0
11,40753,89.46,3.682,218.8440545,7.567,0
11,40760,90.04,3.684,218.9023209,7.567,0
11,40767,90.3,3.638,218.9605873,7.567,0
11,40774,89.51,3.554,219.023271,7.567,0
11,40781,89.09,3.523,219.0866908,7.567,0
11,40788,91.44,3.533,219.1501106,7.567,0
11,40795,84.91,3.546,219.2135305,7.567,1
11,40802,85.11,3.526,219.3972867,7.567,0
11,40809,82.14,3.467,219.7414914,7.567,0
11,40816,84.4,3.355,220.085696,7.567,0
11,40823,76.97,3.285,220.4299007,7.197,0
11,40830,75.56,3.274,220.7486167,7.197,0
11,40837,70.91,3.353,220.9144005,7.197,0
11,40844,72.66,3.372,221.0801842,7.197,0
11,40851,61.13,3.332,221.245968,7.197,0
11,40858,64.2,3.297,221.4117517,7.197,0
11,40865,66.17,3.308,221.6432852,7.197,0
11,40872,70.03,3.236,221.9011185,7.197,1
11,40879,56.89,3.172,222.1589519,7.197,0
11,40886,50.63,3.158,222.4167852,7.197,0
11,40893,59.69,3.159,222.6426418,7.197,0
11,40900,54.29,3.112,222.8258628,7.197,0
11,40907,48.86,3.129,223.0090839,7.197,1
11,40914,54.44,3.157,223.1923049,6.833,0
11,40921,53.1,3.261,223.3755259,6.833,0
11,40928,56.43,3.268,223.4700552,6.833,0
11,40935,58.36,3.29,223.5645845,6.833,0
11,40942,60.24,3.36,223.6591137,6.833,0
11,40949,52.23,3.409,223.753643,6.833,1
11,40956,52.77,3.51,223.9170153,6.833,0
11,40963,61.11,3.555,224.1320199,6.833,0
11,40970,62.61,3.63,224.3470245,6.833,0
11,40977,61.44,3.669,224.5620291,6.833,0
11,40984,64.21,3.734,224.7166953,6.833,0
11,40991,67.16,3.787,224.7909104,6.833,0
11,40998,70.23,3.845,224.8651254,6.833,0
11,41005,74.19,3.891,224.9393405,6.664,0
11,41012,72.74,3.891,225.0135556,6.664,0
11,41019,71.97,3.877,225.0689541,6.664,0
11,41026,73.4,3.814,225.1243526,6.664,0
11,41033,79.07,3.749,225.1797511,6.664,0
11,41040,75.13,3.688,225.2351496,6.664,0
11,41047,72.53,3.63,225.2512024,6.664,0
11,41054,78.44,3.561,225.2515168,6.664,0
11,41061,81.67,3.501,225.2518313,6.664,0
11,41068,82.1,3.452,225.2521458,6.664,0
11,41075,84.97,3.393,225.2644795,6.664,0
11,41082,83.26,3.346,225.3068615,6.664,0
11,41089,87.86,3.286,225.3492435,6.664,0
11,41096,83.44,3.227,225.3916254,6.334,0
11,41103,82.46,3.256,225.4340074,6.334,0
11,41110,82.41,3.311,225.4438827,6.334,0
11,41117,85.43,3.407,225.4537579,6.334,0
11,41124,86.94,3.417,225.4636332,6.334,0
11,41131,86.21,3.494,225.4735085,6.334,0
11,41138,87.73,3.571,225.5558664,6.334,0
11,41145,83.17,3.62,225.6925864,6.334,0
11,41152,86.49,3.638,225.8293063,6.334,0
11,41159,85.17,3.73,225.9660263,6.334,1
11,41166,79.61,3.717,226.1122067,6.334,0
11,41173,73.64,3.721,226.3151496,6.334,0
11,41180,77.67,3.666,226.5180926,6.334,0
11,41187,73.37,3.617,226.7210356,6.034,0
11,41194,69.94,3.601,226.9239785,6.034,0
11,41201,73.77,3.594,226.9688442,6.034,0
11,41208,74.26,3.506,226.9873637,6.034,0
11,41215,62.23,3.386,227.0058832,6.034,0
11,41222,68.71,3.314,227.0244026,6.034,0
11,41229,60.8,3.252,227.0569237,6.034,0
11,41236,61.69,3.211,227.1081136,6.034,1
11,41243,58.36,3.207,227.1593035,6.034,0
11,41250,66.39,3.198,227.2104933,6.034,0
11,41257,55.46,3.168,227.2717348,6.034,0
11,41264,59.94,3.098,227.3932855,6.034,0
11,41271,52.26,3.108,227.5148363,6.034,1
11,41278,46.5,3.161,227.6363871,6.108,0
11,41285,50.33,3.243,227.7579379,6.108,0
11,41292,49.67,3.237,227.7893692,6.108,0
11,41299,58.53,3.227,227.7847527,6.108,0
11,41306,62.76,3.244,227.7801362,6.108,0
11,41313,63.06,3.417,227.7755197,6.108,1
11,41320,57.91,3.475,227.814,6.108,0
11,41327,60.17,3.597,227.9602222,6.108,0
11,41334,54.59,3.711,228.1064444,6.108,0
11,41341,58,3.658,228.2526667,6.108,0
11,41348,61.93,3.622,228.3819613,6.108,0
11,41355,69.6,3.611,228.4689369,6.108,0
11,41362,59.94,3.606,228.5559125,6.108,0
11,41369,65.49,3.583,228.6428882,5.999,0
11,41376,66.76,3.529,228.7298638,5.999,0
11,41383,70.87,3.451,228.7298638,5.999,0
11,41390,64.49,3.417,228.7298638,5.999,0
11,41397,69.56,3.386,NULL,NULL,0
11,41404,68.51,3.392,NULL,NULL,0
11,41411,75.27,3.454,NULL,NULL,0
11,41418,80.16,3.494,NULL,NULL,0
11,41425,78.14,3.466,NULL,NULL,0
11,41432,79,3.439,NULL,NULL,0
11,41439,78.19,3.431,NULL,NULL,0
11,41446,82.04,3.479,NULL,NULL,0
11,41453,83.97,3.495,NULL,NULL,0
11,41460,82.39,3.422,NULL,NULL,0
11,41467,85.43,3.4,NULL,NULL,0
11,41474,82.06,3.556,NULL,NULL,0
11,41481,85.64,3.62,NULL,NULL,0
12,40214,49.47,2.962,126.4420645,13.975,0
12,40221,47.87,2.946,126.4962581,13.975,1
12,40228,54.83,2.915,126.5262857,13.975,0
12,40235,50.23,2.825,126.5522857,13.975,0
12,40242,53.77,2.987,126.5782857,13.975,0
12,40249,50.11,2.925,126.6042857,13.975,0
12,40256,59.57,3.054,126.6066452,13.975,0
12,40263,60.06,3.083,126.6050645,13.975,0
12,40270,59.84,3.086,126.6034839,14.099,0
12,40277,59.25,3.09,126.6019032,14.099,0
12,40284,64.95,3.109,126.5621,14.099,0
12,40291,64.55,3.05,126.4713333,14.099,0
12,40298,67.38,3.105,126.3805667,14.099,0
12,40305,70.15,3.127,126.2898,14.099,0
12,40312,68.44,3.145,126.2085484,14.099,0
12,40319,76.2,3.12,126.1843871,14.099,0
12,40326,67.84,3.058,126.1602258,14.099,0
12,40333,81.39,2.941,126.1360645,14.099,0
12,40340,90.84,2.949,126.1119032,14.099,0
12,40347,81.06,3.043,126.114,14.099,0
12,40354,87.27,3.084,126.1266,14.099,0
12,40361,91.98,3.105,126.1392,14.18,0
12,40368,90.37,3.1,126.1518,14.18,0
12,40375,97.18,3.094,126.1498065,14.18,0
12,40382,99.22,3.112,126.1283548,14.18,0
12,40389,96.31,3.017,126.1069032,14.18,0
12,40396,92.95,3.123,126.0854516,14.18,0
12,40403,87.01,3.159,126.064,14.18,0
12,40410,92.81,3.041,126.0766452,14.18,0
12,40417,93.19,3.129,126.0892903,14.18,0
12,40424,83.12,3.087,126.1019355,14.18,0
12,40431,83.63,3.044,126.1145806,14.18,1
12,40438,82.45,3.028,126.1454667,14.18,0
12,40445,81.77,2.939,126.1900333,14.18,0
12,40452,85.2,3.001,126.2346,14.313,0
12,40459,71.82,3.013,126.2791667,14.313,0
12,40466,75,2.976,126.3266774,14.313,0
12,40473,68.85,3.014,126.3815484,14.313,0
12,40480,61.09,3.016,126.4364194,14.313,0
12,40487,65.49,3.129,126.4912903,14.313,0
12,40494,57.79,3.13,126.5461613,14.313,0
12,40501,58.18,3.161,126.6072,14.313,0
12,40508,47.66,3.162,126.6692667,14.313,1
12,40515,43.33,3.041,126.7313333,14.313,0
12,40522,50.01,3.203,126.7934,14.313,0
12,40529,52.77,3.236,126.8794839,14.313,0
12,40536,52.02,3.236,126.9835806,14.313,0
12,40543,45.64,3.148,127.0876774,14.313,1
12,40550,37.64,3.287,127.1917742,14.021,0
12,40557,43.15,3.312,127.3009355,14.021,0
12,40564,53.53,3.223,127.4404839,14.021,0
12,40571,50.74,3.342,127.5800323,14.021,0
12,40578,45.14,3.348,127.7195806,14.021,0
12,40585,51.3,3.381,127.859129,14.021,1
12,40592,53.35,3.43,127.99525,14.021,0
12,40599,48.45,3.53,128.13,14.021,0
12,40606,51.72,3.674,128.26475,14.021,0
12,40613,57.75,3.818,128.3995,14.021,0
12,40620,64.21,3.692,128.5121935,14.021,0
12,40627,54.4,3.909,128.6160645,14.021,0
12,40634,63.63,3.772,128.7199355,13.736,0
12,40641,64.47,4.003,128.8238065,13.736,0
12,40648,57.63,3.868,128.9107333,13.736,0
12,40655,72.12,4.134,128.9553,13.736,0
12,40662,68.27,4.151,128.9998667,13.736,0
12,40669,68.4,4.193,129.0444333,13.736,0
12,40676,70.93,4.202,129.089,13.736,0
12,40683,66.59,4.169,129.0756774,13.736,0
12,40690,76.67,4.087,129.0623548,13.736,0
12,40697,71.81,4.031,129.0490323,13.736,0
12,40704,78.72,3.981,129.0357097,13.736,0
12,40711,86.84,3.935,129.0432,13.736,0
12,40718,88.95,3.898,129.0663,13.736,0
12,40725,89.85,3.842,129.0894,13.503,0
12,40732,89.9,3.705,129.1125,13.503,0
12,40739,88.1,3.692,129.1338387,13.503,0
12,40746,91.17,3.794,129.1507742,13.503,0
12,40753,93.29,3.805,129.1677097,13.503,0
12,40760,90.61,3.803,129.1846452,13.503,0
12,40767,91.04,3.701,129.2015806,13.503,0
12,40774,91.74,3.743,129.2405806,13.503,0
12,40781,94.61,3.74,129.2832581,13.503,0
12,40788,93.66,3.798,129.3259355,13.503,0
12,40795,88,3.913,129.3686129,13.503,1
12,40802,76.36,3.918,129.4306,13.503,0
12,40809,82.95,3.789,129.5183333,13.503,0
12,40816,83.26,3.877,129.6060667,13.503,0
12,40823,70.44,3.827,129.6938,12.89,0
12,40830,67.31,3.805,129.7706452,12.89,0
12,40837,73.05,3.842,129.7821613,12.89,0
12,40844,67.41,3.727,129.7936774,12.89,0
12,40851,59.77,3.828,129.8051935,12.89,0
12,40858,48.76,3.824,129.8167097,12.89,0
12,40865,54.2,3.813,129.8268333,12.89,0
12,40872,53.25,3.622,129.8364,12.89,1
12,40879,52.5,3.701,129.8459667,12.89,0
12,40886,42.17,3.644,129.8555333,12.89,0
12,40893,43.29,3.6,129.8980645,12.89,0
12,40900,45.4,3.541,129.9845484,12.89,0
12,40907,44.64,3.428,130.0710323,12.89,1
12,40914,50.43,3.599,130.1575161,12.187,0
12,40921,48.07,3.657,130.244,12.187,0
12,40928,46.2,3.66,130.2792258,12.187,0
12,40935,50.43,3.675,130.3144516,12.187,0
12,40942,50.58,3.702,130.3496774,12.187,0
12,40949,52.27,3.722,130.3849032,12.187,1
12,40956,51.8,3.781,130.4546207,12.187,0
12,40963,53.13,3.95,130.5502069,12.187,0
12,40970,52.27,4.178,130.6457931,12.187,0
12,40977,54.54,4.25,130.7413793,12.187,0
12,40984,64.44,4.273,130.8261935,12.187,0
12,40991,56.26,4.038,130.8966452,12.187,0
12,40998,64.36,4.294,130.9670968,12.187,0
12,41005,64.05,4.121,131.0375484,11.627,0
12,41012,64.28,4.254,131.108,11.627,0
12,41019,66.73,4.222,131.1173333,11.627,0
12,41026,77.99,4.193,131.1266667,11.627,0
12,41033,76.03,4.171,131.136,11.627,0
12,41040,77.27,4.186,131.1453333,11.627,0
12,41047,84.51,4.11,131.0983226,11.627,0
12,41054,83.84,4.293,131.0287742,11.627,0
12,41061,78.11,4.277,130.9592258,11.627,0
12,41068,84.83,4.103,130.8896774,11.627,0
12,41075,85.94,4.144,130.8295333,11.627,0
12,41082,91.61,4.014,130.7929,11.627,0
12,41089,90.47,3.875,130.7562667,11.627,0
12,41096,89.13,3.765,130.7196333,10.926,0
12,41103,95.61,3.723,130.683,10.926,0
12,41110,85.53,3.726,130.7012903,10.926,0
12,41117,93.47,3.769,130.7195806,10.926,0
12,41124,88.16,3.76,130.737871,10.926,0
12,41131,95.91,3.811,130.7561613,10.926,0
12,41138,94.87,4.002,130.7909677,10.926,0
12,41145,85.32,4.055,130.8381613,10.926,0
12,41152,89.78,4.093,130.8853548,10.926,0
12,41159,88.52,4.124,130.9325484,10.926,1
12,41166,83.64,4.133,130.9776667,10.926,0
12,41173,82.97,4.125,131.0103333,10.926,0
12,41180,81.22,3.966,131.043,10.926,0
12,41187,81.61,3.966,131.0756667,10.199,0
12,41194,71.74,4.468,131.1083333,10.199,0
12,41201,68.66,4.449,131.1499677,10.199,0
12,41208,65.95,4.301,131.1930968,10.199,0
12,41215,63.22,4.099,131.2362258,10.199,0
12,41222,65.31,3.951,131.2793548,10.199,0
12,41229,49.39,3.834,131.3258,10.199,0
12,41236,58.07,3.759,131.3766667,10.199,1
12,41243,57.03,3.581,131.4275333,10.199,0
12,41250,57.83,3.668,131.4784,10.199,0
12,41257,49.74,3.467,131.537,10.199,0
12,41264,42.83,3.393,131.642,10.199,0
12,41271,43.35,3.48,131.747,10.199,1
12,41278,38.8,3.51,131.852,9.91,0
12,41285,44.59,3.542,131.957,9.91,0
12,41292,36.49,3.545,132.030871,9.91,0
12,41299,49.21,3.337,132.0922903,9.91,0
12,41306,49.54,3.6,132.1537097,9.91,0
12,41313,54.96,3.795,132.215129,9.91,1
12,41320,47.12,3.924,132.2725714,9.91,0
12,41327,49.57,4.031,132.3200714,9.91,0
12,41334,48.08,4.109,132.3675714,9.91,0
12,41341,60.4,3.874,132.4150714,9.91,0
12,41348,61.7,4.104,132.4668065,9.91,0
12,41355,68.75,4.062,132.529129,9.91,0
12,41362,62.86,4.016,132.5914516,9.91,0
12,41369,69.47,3.998,132.6537742,9.874,0
12,41376,65.6,3.981,132.7160968,9.874,0
12,41383,64.35,3.76,132.7160968,9.874,0
12,41390,70.74,3.889,132.7160968,9.874,0
12,41397,76.84,3.671,NULL,NULL,0
12,41404,70.18,3.689,NULL,NULL,0
12,41411,83.43,3.809,NULL,NULL,0
12,41418,77.87,3.835,NULL,NULL,0
12,41425,81.08,3.829,NULL,NULL,0
12,41432,89.89,3.789,NULL,NULL,0
12,41439,92.14,3.771,NULL,NULL,0
12,41446,87.28,3.766,NULL,NULL,0
12,41453,89.94,3.781,NULL,NULL,0
12,41460,101.95,3.753,NULL,NULL,0
12,41467,92.61,3.737,NULL,NULL,0
12,41474,93.75,3.823,NULL,NULL,0
12,41481,90.27,3.865,NULL,NULL,0
13,40214,31.53,2.666,126.4420645,8.316,0
13,40221,33.16,2.671,126.4962581,8.316,1
13,40228,35.7,2.654,126.5262857,8.316,0
13,40235,29.98,2.667,126.5522857,8.316,0
13,40242,40.65,2.681,126.5782857,8.316,0
13,40249,37.62,2.733,126.6042857,8.316,0
13,40256,42.49,2.782,126.6066452,8.316,0
13,40263,41.48,2.819,126.6050645,8.316,0
13,40270,42.15,2.842,126.6034839,8.107,0
13,40277,38.97,2.877,126.6019032,8.107,0
13,40284,50.39,2.915,126.5621,8.107,0
13,40291,55.66,2.936,126.4713333,8.107,0
13,40298,48.33,2.941,126.3805667,8.107,0
13,40305,44.42,2.948,126.2898,8.107,0
13,40312,50.15,2.962,126.2085484,8.107,0
